x,y
56.700,23.985
56.800,24.004
56.900,24.024
57.000,24.043
57.100,24.063
57.200,24.082
57.300,24.102
57.400,24.121
57.500,24.141
57.600,24.160
57.700,24.180
57.800,24.199
57.900,24.219
58.000,24.238
58.100,24.257
58.200,24.277
58.300,24.296
58.400,24.315
58.500,24.335
58.600,24.354
58.700,24.373
58.800,24.392
58.900,24.412
59.000,24.431
59.100,24.450
59.200,24.469
59.300,24.488
59.400,24.507
59.500,24.527
59.600,24.546
59.700,24.565
59.800,24.584
59.900,24.603
60.000,24.622
60.100,24.641
60.200,24.660
60.300,24.679
60.400,24.698
60.500,24.717
60.600,24.736
60.700,24.755
60.800,24.774
60.900,24.793
61.000,24.812
61.100,24.831
61.200,24.850
61.300,24.868
61.400,24.887
61.500,24.906
61.600,24.925
61.700,24.944
61.800,24.962
61.900,24.981
62.000,25.000
62.100,25.019
62.200,25.037
62.300,25.056
62.400,25.075
62.500,25.094
62.600,25.112
62.700,25.131
62.800,25.150
62.900,25.168
63.000,25.187
63.100,25.205
63.200,25.224
63.300,25.243
63.400,25.261
63.500,25.280
63.600,25.298
63.700,25.317
63.800,25.335
63.900,25.354
64.000,25.372
64.100,25.391
64.200,25.409
64.300,25.427
64.400,25.446
64.500,25.464
64.600,25.483
64.700,25.501
64.800,25.519
64.900,25.538
65.000,25.556
65.100,25.574
65.200,25.593
65.300,25.611
65.400,25.629
65.500,25.648
65.600,25.666
65.700,25.684
65.800,25.702
65.900,25.720
66.000,25.739
66.100,25.757
66.200,25.775
66.300,25.793
66.400,25.811
66.500,25.829
66.600,25.848
66.700,25.866
66.800,25.884
66.900,25.902
67.000,25.920
67.100,25.938
67.200,25.956
67.300,25.974
67.400,25.992
67.500,26.010
67.600,26.028
67.700,26.046
67.800,26.064
67.900,26.082
68.000,26.100
68.100,26.118
68.200,26.136
68.300,26.154
68.400,26.171
68.500,26.189
68.600,26.207
68.700,26.225
68.800,26.243
68.900,26.261
69.000,26.278
69.100,26.296
69.200,26.314
69.300,26.332
69.400,26.350
69.500,26.367
69.600,26.385
69.700,26.403
69.800,26.420
69.900,26.438
70.000,26.456
70.100,26.474
70.200,26.491
70.300,26.509
70.400,26.526
70.500,26.544
70.600,26.562
70.700,26.579
70.800,26.597
70.900,26.614
71.000,26.632
71.100,26.650
71.200,26.667
71.300,26.685
71.400,26.702
71.500,26.720
71.600,26.737
71.700,26.755
71.800,26.772
71.900,26.790
72.000,26.807
72.100,26.824
72.200,26.842
72.300,26.859
72.400,26.877
72.500,26.894
72.600,26.911
72.700,26.929
72.800,26.946
72.900,26.963
73.000,26.981
73.100,26.998
73.200,27.015
73.300,27.033
73.400,27.050
73.500,27.067
73.600,27.084
73.700,27.102
73.800,27.119
73.900,27.136
74.000,27.153
74.100,27.171
74.200,27.188
74.300,27.205
74.400,27.222
74.500,27.239
74.600,27.256
74.700,27.274
74.800,27.291
74.900,27.308
75.000,27.325
75.100,27.342
75.200,27.359
75.300,27.376
75.400,27.393
75.500,27.410
75.600,27.427
75.700,27.444
75.800,27.461
75.900,27.478
76.000,27.495
76.100,27.512
76.200,27.529
76.300,27.546
76.400,27.563
76.500,27.580
76.600,27.597
76.700,27.614
76.800,27.631
76.900,27.648
77.000,27.665
77.100,27.681
77.200,27.698
77.300,27.715
77.400,27.732
77.500,27.749
77.600,27.766
77.700,27.782
77.800,27.799
77.900,27.816
78.000,27.833
78.100,27.850
78.200,27.866
78.300,27.883
78.400,27.900
78.500,27.917
78.600,27.933
78.700,27.950
78.800,27.967
78.900,27.983
79.000,28.000
79.100,28.017
79.200,28.033
79.300,28.050
79.400,28.067
79.500,28.083
79.600,28.100
79.700,28.116
79.800,28.133
79.900,28.150
80.000,28.166
80.100,28.183
80.200,28.199
80.300,28.216
80.400,28.232
80.500,28.249
80.600,28.265
80.700,28.282
80.800,28.298
80.900,28.315
81.000,28.331
81.100,28.348
81.200,28.364
81.300,28.381
81.400,28.397
81.500,28.414
81.600,28.430
81.700,28.446
81.800,28.463
81.900,28.479
82.000,28.495
82.100,28.512
82.200,28.528
82.300,28.545
82.400,28.561
82.500,28.577
82.600,28.593
82.700,28.610
82.800,28.626
82.900,28.642
83.000,28.659
83.100,28.675
83.200,28.691
83.300,28.707
83.400,28.724
83.500,28.740
83.600,28.756
83.700,28.772
83.800,28.788
83.900,28.805
84.000,28.821
84.100,28.837
84.200,28.853
84.300,28.869
84.400,28.885
84.500,28.902
84.600,28.918
84.700,28.934
84.800,28.950
84.900,28.966
85.000,28.982
85.100,28.998
85.200,29.014
85.300,29.030
85.400,29.046
85.500,29.062
85.600,29.078
85.700,29.094
85.800,29.110
85.900,29.126
86.000,29.142
86.100,29.158
86.200,29.174
86.300,29.190
86.400,29.206
86.500,29.222
86.600,29.238
86.700,29.254
86.800,29.270
86.900,29.286
87.000,29.302
87.100,29.318
87.200,29.334
87.300,29.350
87.400,29.365
87.500,29.381
87.600,29.397
87.700,29.413
87.800,29.429
87.900,29.445
88.000,29.460
88.100,29.476
88.200,29.492
88.300,29.508
88.400,29.524
88.500,29.539
88.600,29.555
88.700,29.571
88.800,29.587
88.900,29.602
89.000,29.618
89.100,29.634
89.200,29.650
89.300,29.665
89.400,29.681
89.500,29.697
89.600,29.712
89.700,29.728
89.800,29.744
89.900,29.759
90.000,29.775
90.100,29.791
90.200,29.806
90.300,29.822
90.400,29.837
90.500,29.853
90.600,29.869
90.700,29.884
90.800,29.900
90.900,29.915
91.000,29.931
91.100,29.947
91.200,29.962
91.300,29.978
91.400,29.993
91.500,30.009
91.600,30.024
91.700,30.040
91.800,30.055
91.900,30.071
92.000,30.086
92.100,30.102
92.200,30.117
92.300,30.132
92.400,30.148
92.500,30.163
92.600,30.179
92.700,30.194
92.800,30.210
92.900,30.225
93.000,30.240
93.100,30.256
93.200,30.271
93.300,30.287
93.400,30.302
93.500,30.317
93.600,30.333
93.700,30.348
93.800,30.363
93.900,30.379
94.000,30.394
94.100,30.409
94.200,30.424
94.300,30.440
94.400,30.455
94.500,30.470
94.600,30.486
94.700,30.501
94.800,30.516
94.900,30.531
95.000,30.547
95.100,30.562
95.200,30.577
95.300,30.592
95.400,30.607
95.500,30.623
95.600,30.638
95.700,30.653
95.800,30.668
95.900,30.683
96.000,30.698
96.100,30.714
96.200,30.729
96.300,30.744
96.400,30.759
96.500,30.774
96.600,30.789
96.700,30.804
96.800,30.819
96.900,30.835
97.000,30.850
97.100,30.865
97.200,30.880
97.300,30.895
97.400,30.910
97.500,30.925
97.600,30.940
97.700,30.955
97.800,30.970
97.900,30.985
98.000,31.000
98.100,31.015
98.200,31.030
98.300,31.045
98.400,31.060
98.500,31.075
98.600,31.090
98.700,31.105
98.800,31.120
98.900,31.135
99.000,31.150
99.100,31.165
99.200,31.179
99.300,31.194
99.400,31.209
99.500,31.224
99.600,31.239
99.700,31.254
99.800,31.269
99.900,31.284
100.000,31.299
